Caffeine_Intake,Reaction_Time,Cognitive_Score
136,363.36,83.82
222,489.86,49.47
411,265.71,74.9
251,571.35,23.65
420,308.13,87.2
375,424.35,77.47
103,466.12,46.65
129,298.27,82.01
153,574.75,32.8
125,407.23,39.73
304,535.64,24.2
444,222.75,90.65
240,571.58,32.34
95,490.72,66.76
41,421.4,56.75
218,481.46,33.85
354,297.58,54.72
401,441.27,48.98
339,268.84,67.76
463,337.99,51.16
164,554.43,38.22
474,215.81,63.3
476,212.59,72.55
270,470.37,40.01
333,265.63,54.57
264,335.0,81.84
352,209.53,92.19
269,572.62,21.43
451,510.33,50.23
291,468.11,70.96
257,490.81,24.51
366,396.29,74.28
224,416.92,45.63
440,425.22,41.73
448,577.17,22.1
189,515.28,26.84
91,354.25,70.49
79,400.74,51.68
271,281.66,85.69
392,400.39,46.03
284,297.0,68.22
197,209.59,80.68
183,243.29,100.0
112,396.17,43.53
348,495.6,60.74
110,332.07,64.56
260,272.97,60.55
419,410.71,70.42
480,399.19,66.22
392,479.96,39.47
237,311.67,76.47
437,482.54,31.09
55,411.19,70.37
88,264.08,74.08
399,369.65,55.36
405,498.23,32.66
225,506.37,42.96
187,348.44,62.39
101,357.9,63.78
499,319.02,73.25
310,293.77,58.94
214,223.84,80.96
192,232.97,100.0
177,571.86,47.2
350,331.61,60.73
309,342.71,59.75
422,496.75,18.32
310,537.91,20.6
374,364.99,69.49
160,365.16,58.39
203,436.38,75.01
238,527.01,35.96
444,200.84,86.1
195,216.51,85.96
468,486.28,49.69
115,367.95,51.08
401,315.01,84.88
24,222.99,93.36
483,229.37,74.41
302,482.32,39.87
251,498.96,38.27
266,358.47,59.13
84,254.56,95.24
46,566.41,50.08
67,275.03,100.0
196,516.83,44.34
218,317.3,58.16
24,308.14,69.01
76,296.86,84.05
468,595.52,42.54
98,455.63,49.05
87,253.78,71.71
493,410.55,25.26
90,572.02,33.36
219,327.13,63.7
304,503.98,30.17
10,271.8,100.0
393,463.4,33.96
376,398.37,51.09
297,326.64,61.92
44,409.59,74.2
204,529.87,29.16
414,523.27,35.11
331,282.16,76.15
226,307.4,92.05
448,285.03,90.54
415,471.27,30.55
477,525.63,24.56
222,461.28,35.03
224,371.72,53.72
46,301.99,83.0
357,284.06,54.72
195,379.24,66.69
310,273.69,78.54
136,428.94,64.39
379,351.98,52.76
111,457.26,45.62
227,565.46,26.32
369,338.35,84.78
74,575.44,19.11
0,563.81,23.38
198,515.02,45.95
72,491.68,30.26
477,232.02,89.64
159,583.34,38.95
180,260.92,100.0
343,340.46,83.2
141,243.55,72.84
296,527.47,54.22
481,451.82,31.33
371,546.53,41.49
29,271.85,100.0
13,583.91,54.92
195,439.42,75.06
267,366.44,67.94
17,506.85,39.28
358,357.01,69.49
344,484.26,30.81
423,529.26,36.78
366,480.69,34.77
34,288.28,65.92
140,406.58,55.34
137,427.11,65.27
437,373.81,62.06
114,515.85,24.64
44,386.57,47.04
353,374.94,54.8
250,273.72,74.48
49,562.2,34.67
363,279.67,78.33
112,431.86,40.28
194,343.61,65.6
238,508.55,24.63
287,565.33,61.09
159,579.73,12.25
401,515.0,48.0
211,541.86,36.82
143,551.9,16.66
341,240.84,68.79
189,371.25,55.44
424,205.47,74.57
41,472.96,69.8
345,407.74,65.74
328,519.44,33.02
130,408.38,59.99
402,510.77,50.58
4,274.72,86.78
0,480.63,45.64
46,212.53,71.41
357,584.11,39.66
215,355.06,66.87
451,277.37,72.1
270,419.47,37.49
107,537.19,55.53
427,553.2,46.76
350,541.27,25.09
130,597.39,24.58
243,599.58,24.76
314,576.85,46.63
215,544.3,22.93
368,473.85,34.71
229,522.05,22.51
179,318.32,74.67
147,537.55,29.67
220,577.86,20.64
40,389.8,58.63
49,413.52,42.8
267,454.67,66.68
21,443.59,54.1
54,479.49,18.05
50,339.87,70.45
59,490.78,31.02
367,453.54,51.77
33,401.45,65.08
96,204.5,92.05
51,513.49,28.45
277,578.5,21.39
135,426.95,61.84
276,478.95,41.9
153,560.34,34.2
150,252.22,91.91
96,554.58,39.6
338,514.0,39.02
191,339.9,56.18
68,446.73,42.24
487,481.96,33.48
370,516.64,22.39
98,484.55,55.58
469,303.16,66.79
184,376.87,46.81
317,266.17,76.4
285,202.28,100.0
434,311.04,65.88
473,488.0,55.46
48,581.8,29.17
340,400.7,79.22
40,259.55,92.29
146,525.5,21.7
195,285.62,83.0
285,232.06,96.22
361,445.06,37.85
139,304.26,80.96
217,504.78,27.73
230,218.51,92.88
494,329.29,52.89
0,426.31,68.2
127,538.55,23.85
121,477.13,61.06
141,314.47,74.12
46,254.2,98.31
474,576.02,17.97
439,474.45,32.34
197,223.52,92.26
167,207.23,72.92
486,534.19,37.35
300,417.95,57.49
21,334.51,82.38
433,320.23,77.72
40,437.69,46.65
57,580.13,27.82
285,366.08,48.09
208,559.82,32.39
376,403.81,68.38
234,301.74,90.03
449,411.49,40.14
324,397.59,72.5
405,311.62,72.76
169,336.61,73.52
175,295.94,78.68
87,349.45,93.87
209,569.83,25.3
382,538.88,32.05
406,369.98,73.02
235,567.26,25.11
74,529.06,39.39
147,209.28,100.0
415,220.5,74.2
118,586.01,38.97
210,388.59,46.78
208,331.74,73.4
71,356.81,65.76
316,502.51,48.98
305,580.1,16.57
408,389.48,28.33
265,575.68,37.3
292,247.61,100.0
427,536.14,18.3
420,448.18,65.9
291,283.99,73.6
235,316.02,76.93
72,447.4,35.44
64,357.74,64.6
320,408.31,62.15
409,341.88,43.14
113,230.11,72.89
43,392.84,59.92
347,581.97,19.11
43,519.84,22.3
319,534.9,47.72
71,551.92,30.29
396,295.44,81.14
84,263.66,66.03
288,231.66,57.18
416,511.89,38.36
148,447.04,52.88
332,564.82,44.62
34,509.82,34.3
75,361.8,58.5
31,254.64,71.99
51,480.91,29.03
287,314.17,65.95
469,402.22,59.98
178,528.88,27.69
226,266.23,82.36
429,580.9,13.7
101,340.31,81.41
316,288.32,87.48
92,492.02,36.21
410,431.59,52.37
210,283.62,70.18
289,402.59,35.22
155,328.7,72.07
326,202.83,85.82
339,397.51,78.87
237,440.04,59.02
354,465.87,55.83
482,426.72,37.14
483,288.47,65.76
141,578.32,29.74
356,450.5,46.85
417,277.68,98.53
133,594.41,27.77
331,432.32,54.88
272,413.0,61.13
159,399.75,63.0
303,562.11,19.8
448,550.08,22.01
48,501.25,30.85
234,479.11,50.62
379,449.61,38.44
278,473.58,37.31
344,421.9,56.1
58,401.67,58.5
289,469.34,35.0
491,410.22,40.11
465,533.7,43.95
492,255.1,77.99
441,551.41,37.43
386,220.4,94.4
104,311.92,77.98
423,380.2,45.87
164,361.78,77.12
476,341.52,73.66
313,547.78,16.69
308,515.16,34.78
476,455.03,43.14
89,316.35,82.0
5,231.74,100.0
351,469.3,26.91
423,230.81,74.47
403,310.41,79.35
167,244.86,86.3
230,524.98,29.3
229,433.45,56.48
147,468.17,44.18
448,245.33,96.2
490,279.3,86.6
382,404.32,68.27
352,469.94,50.84
249,246.82,76.08
34,315.52,89.48
4,225.05,93.66
126,274.39,81.75
156,406.57,35.17
29,411.81,48.73
14,545.37,36.83
195,256.36,90.57
277,459.1,38.84
21,466.03,43.06
75,469.8,61.0
276,222.61,76.48
74,216.82,80.73
342,336.18,59.18
378,357.82,42.25
161,232.2,100.0
112,408.79,60.83
316,521.75,21.32
128,448.6,62.82
381,253.02,72.36
187,514.31,42.59
191,539.83,21.11
233,263.83,81.37
12,479.58,43.38
463,570.15,39.47
158,318.62,72.89
64,556.76,55.23
27,373.98,84.58
172,244.15,74.22
58,391.08,77.76
241,488.66,54.69
333,302.69,73.69
434,537.92,35.77
160,297.21,66.92
30,488.38,30.9
417,288.02,80.81
409,488.92,44.48
210,567.73,64.28
327,521.42,38.46
155,374.1,45.6
129,270.13,87.8
485,290.73,89.59
316,481.12,45.69
21,401.01,57.14
444,363.95,80.66
252,561.82,19.92
260,383.67,67.5
237,512.13,39.85
467,527.82,23.69
394,268.71,81.14
310,357.33,64.9
151,247.72,81.84
125,275.74,73.64
232,579.19,30.63
110,212.67,94.66
132,569.25,39.04
118,373.04,50.72
85,537.92,53.5
250,351.1,83.38
214,323.71,75.77
198,507.03,14.14
81,249.02,100.0
186,449.25,39.3
94,432.28,61.12
248,238.57,86.88
257,588.08,34.85
235,299.13,68.95
14,409.12,41.03
297,297.84,72.27
209,537.78,33.79
86,421.41,66.8
302,585.51,19.63
196,551.66,45.59
281,377.88,74.1
475,235.15,66.86
201,419.43,37.08
480,574.39,25.07
74,355.95,66.74
423,253.78,56.54
454,230.68,68.07
320,346.46,53.26
386,321.12,77.51
59,526.84,30.41
491,552.62,14.38
4,514.79,62.32
30,581.55,49.88
429,568.24,31.16
1,595.38,21.7
253,568.28,20.83
64,446.07,35.83
162,454.27,81.65
159,401.56,54.24
430,413.4,45.85
431,201.91,70.08
200,455.99,47.8
372,586.38,26.73
217,396.9,61.86
108,218.54,88.92
77,579.75,34.38
266,243.35,90.32
449,560.64,30.08
387,301.78,78.51
353,213.45,80.37
25,203.0,100.0
19,547.89,17.0
252,431.37,65.06
317,566.74,32.95
357,356.14,72.15
98,544.98,1.61
34,427.27,60.61
51,256.31,92.86
112,353.41,55.96
99,313.48,66.27
239,319.58,67.81
396,286.58,55.17
377,250.6,76.14
304,291.45,74.24
15,355.96,53.32
49,479.52,40.65
438,560.11,42.64
109,215.01,93.43
172,549.82,16.27
367,413.63,41.57
367,580.02,34.64
372,378.17,38.08
216,465.99,49.96
354,200.4,88.72
433,372.67,42.78
147,412.05,61.63
44,495.87,46.32
463,535.65,45.22
55,292.19,43.85
67,338.43,54.2
294,544.2,64.12
329,290.97,80.62
197,244.23,91.7
96,302.69,83.18
282,229.06,100.0
493,535.81,34.84
372,231.54,91.87
314,421.47,40.62
239,422.05,53.48
238,586.29,43.63
354,261.0,100.0
202,403.72,63.77
13,258.99,78.78
130,595.76,47.41
406,262.27,61.07
454,493.42,37.98
276,526.9,26.01
216,589.73,19.69
128,588.98,46.83
362,216.13,97.04
343,317.5,95.97
110,453.34,39.49
230,379.42,41.16
32,287.71,66.11
201,257.87,100.0
271,254.74,83.12
136,288.98,100.0
3,243.41,100.0
180,329.52,80.48
325,258.02,100.0
0,304.7,99.07
422,346.42,50.37
266,512.57,28.45
478,582.26,20.45
481,459.12,55.06
120,323.47,77.74
387,542.59,28.03
408,243.38,89.68
294,455.14,35.06
478,361.44,65.2
456,490.78,41.93
426,572.33,45.09
263,247.1,100.0
228,373.73,46.75
377,230.72,97.51
116,433.13,59.04
395,425.67,41.0
345,499.07,33.42
390,587.23,16.48
259,350.83,69.75
466,502.21,28.93
124,595.66,32.64
144,335.63,93.93
475,598.07,19.92
127,343.49,45.76
225,296.14,72.79
95,479.56,40.02
148,215.82,78.62
245,541.04,48.88
351,241.39,98.65
250,317.79,78.89
280,501.02,54.25
84,482.24,29.35
228,347.35,93.85
112,551.06,24.72
424,390.98,62.71
29,206.57,100.0
385,492.24,36.06
146,422.97,70.93
122,334.33,100.0
22,275.25,66.48
95,269.91,75.01
470,434.5,28.13
49,271.73,79.38
432,595.9,39.54
413,424.77,30.64
240,364.85,76.94
410,337.52,54.6
251,468.46,27.1
43,216.92,78.34
459,586.73,0.0
174,530.59,25.84
74,372.19,84.19
279,427.99,61.44
308,411.54,52.55
424,403.17,50.52
412,450.78,46.33
319,457.43,51.48
140,422.34,57.41
94,378.29,73.57
379,534.12,52.55
395,347.21,100.0
406,553.12,33.79
86,304.94,51.16
432,592.14,8.62
481,229.34,68.41
285,271.93,69.78
290,414.29,36.6
359,518.24,28.6
480,247.72,90.21
265,325.4,82.82
156,375.9,55.98
406,256.44,72.54
413,356.41,77.44
48,455.01,63.91
442,244.54,78.45
300,578.62,34.51
416,227.5,88.91
268,591.39,20.43
252,275.16,100.0
424,341.57,56.54
374,295.57,57.06
461,449.88,39.85
126,396.7,53.56
77,246.24,85.07
187,496.0,59.34
154,548.57,41.99
54,206.83,96.05
318,574.36,41.56
241,574.18,25.93
333,399.6,85.04
440,484.15,71.56
76,479.01,47.94
42,343.82,63.36
84,229.01,94.55
492,301.92,96.59
2,554.8,52.19
398,470.68,41.49
162,213.82,98.07
134,522.15,37.2
77,555.57,50.91
243,248.08,64.04
348,562.82,26.89
423,529.21,32.79
414,453.0,53.57
346,298.39,86.8
376,370.33,84.51
311,352.53,64.82
422,249.39,88.65
333,372.78,52.36
177,472.31,37.29
230,259.17,71.61
462,480.24,26.02
175,356.05,75.76
75,540.55,59.31
201,269.03,52.89
372,495.7,13.59
125,475.97,44.52
360,491.64,37.76
285,497.07,34.4
235,277.2,65.7
335,375.53,58.81
199,493.79,27.62
134,237.38,51.41
117,226.28,77.6
389,483.85,42.43
481,480.32,76.68
275,283.36,59.32
452,568.36,18.73
356,358.19,78.53
77,493.11,57.32
109,467.56,48.49
25,324.78,73.27
440,329.87,84.62
273,402.89,55.89
200,236.2,75.88
418,213.76,95.36
39,357.76,67.29
62,434.46,64.75
496,323.09,42.68
7,374.87,70.48
174,577.28,43.46
210,589.67,11.47
356,461.6,41.2
247,285.18,66.78
302,492.94,60.0
58,588.47,61.91
114,238.15,84.53
435,552.78,29.37
146,274.18,82.23
465,474.67,30.89
453,515.74,28.33
321,567.69,25.71
417,259.27,51.7
408,374.35,50.6
466,562.63,30.76
486,303.94,89.27
462,583.66,21.23
315,235.92,99.63
296,562.44,45.09
204,476.22,39.95
144,484.79,32.72
96,322.56,34.67
485,362.36,49.81
218,537.9,51.84
272,467.65,49.52
159,277.86,81.21
482,360.23,74.77
38,367.0,68.77
148,492.15,45.17
276,520.48,47.43
131,562.42,49.04
436,368.21,62.81
387,433.75,61.77
374,470.16,20.91
447,432.47,38.78
192,558.74,31.59
154,401.18,63.16
65,422.27,52.27
160,504.47,19.47
253,254.57,67.01
379,581.98,2.32
246,305.09,69.83
108,233.12,94.19
335,380.75,58.79
425,374.18,62.39
330,281.05,77.91
461,471.7,22.86
441,433.86,33.87
392,464.63,33.27
290,299.5,84.03
477,579.94,21.65
215,279.14,84.63
221,488.13,46.77
52,257.04,96.42
255,273.58,84.7
138,356.13,48.39
365,482.34,15.41
281,291.97,74.77
176,499.92,55.61
281,284.01,76.44
64,249.4,73.85
125,206.78,98.54
353,528.74,12.22
495,525.74,31.23
300,414.37,64.74
273,238.69,91.46
273,575.7,40.14
220,544.01,20.68
221,466.48,50.63
52,322.67,93.73
335,525.5,39.57
310,573.5,7.87
394,380.06,35.13
51,228.54,59.59
227,577.94,36.54
120,239.46,82.54
315,297.08,74.19
69,264.2,75.99
25,281.49,74.99
75,428.92,34.36
305,545.48,18.04
199,591.81,47.44
217,494.17,66.65
282,287.38,62.66
299,286.57,65.96
348,580.38,47.66
328,587.7,35.44
176,547.32,47.51
227,414.66,41.05
325,205.24,89.39
126,398.04,61.39
203,206.63,94.7
294,537.14,17.3
112,270.53,78.57
448,409.67,42.06
172,440.34,54.32
497,337.6,69.14
483,529.27,41.83
113,553.49,45.19
66,591.13,35.31
409,594.44,35.95
36,250.44,70.49
205,550.13,34.76
33,576.9,36.79
417,385.04,45.34
151,500.04,34.14
248,552.47,49.46
48,443.23,58.02
482,376.05,50.68
277,461.41,40.11
137,467.62,63.97
4,378.42,88.05
477,231.69,55.44
97,388.27,66.25
468,413.36,51.75
142,214.48,100.0
294,502.22,59.27
431,295.97,58.0
348,571.56,18.68
107,457.07,63.68
331,509.23,40.41
487,367.96,40.13
295,233.75,100.0
296,493.48,49.88
108,542.07,52.34
288,256.35,94.96
360,458.26,69.07
300,253.29,74.89
383,487.26,41.23
233,272.98,88.44
175,325.62,55.43
222,322.69,59.23
492,252.7,68.54
32,324.42,85.59
314,239.38,85.27
113,249.52,71.8
305,446.19,36.38
150,452.79,40.89
47,537.33,36.25
41,365.82,34.21
454,368.36,40.78
346,522.7,42.31
127,423.64,55.65
214,416.12,68.72
273,579.0,41.59
212,297.67,83.35
28,215.82,92.52
143,442.8,39.94
453,395.86,66.36
492,564.17,34.33
339,343.85,62.86
180,233.47,73.09
240,411.47,71.87
441,235.91,72.56
5,428.33,65.01
85,578.8,28.53
126,446.08,37.58
177,211.42,100.0
220,211.88,76.49
248,343.87,49.58
410,464.66,49.36
148,347.2,79.07
428,309.63,80.94
324,533.33,36.53
478,274.78,92.14
26,494.36,48.59
372,320.97,67.91
0,584.09,50.35
40,397.6,44.68
30,503.98,55.55
372,454.46,26.47
44,428.11,36.32
416,546.4,26.26
374,569.96,4.53
413,322.22,49.94
52,344.96,89.02
135,246.6,75.9
110,461.94,55.41
287,260.9,74.93
233,470.25,62.67
30,390.18,62.27
474,368.79,46.55
76,462.09,42.06
495,280.46,89.71
219,291.85,57.83
274,374.07,51.43
378,227.43,95.68
310,510.09,34.08
101,247.32,99.11
108,371.89,60.16
467,344.26,46.33
73,448.75,80.15
94,214.08,88.99
324,494.6,45.84
472,344.7,76.06
489,213.03,86.02
300,288.3,67.55
420,529.91,44.03
247,483.2,44.18
431,255.13,87.96
137,426.73,64.34
311,264.36,90.82
127,300.32,52.61
17,508.96,54.43
435,467.4,43.8
133,377.92,65.05
134,279.13,77.2
410,584.88,34.42
314,481.36,59.79
123,422.92,60.5
435,439.38,42.92
407,310.53,73.91
198,300.25,69.8
237,537.9,64.41
194,406.23,34.92
243,539.36,49.15
4,423.61,53.82
85,329.71,81.9
83,371.76,66.58
304,548.45,42.36
176,268.08,75.75
431,582.43,0.0
206,289.75,86.34
95,370.26,66.64
28,258.88,62.84
23,497.27,50.46
227,260.14,100.0
480,349.37,55.57
364,235.64,82.75
88,202.81,87.64
109,552.52,17.43
236,440.36,42.24
450,250.52,91.8
406,384.86,64.64
68,253.23,95.04
327,404.75,42.65
92,497.36,36.67
262,303.15,62.48
274,335.12,84.37
281,546.86,24.49
461,209.98,100.0
405,309.35,65.84
449,223.95,100.0
141,201.82,90.64
51,259.53,84.78
238,442.9,62.12
476,551.15,24.32
226,314.82,78.31
26,220.73,85.69
162,443.84,55.84
316,283.85,75.97
142,321.01,73.36
298,265.24,78.48
110,238.01,85.18
66,291.29,92.48
36,543.78,39.2
200,472.38,34.97
88,583.85,32.83
96,409.42,68.24
377,590.92,32.72
193,488.5,49.47
165,291.19,83.72
342,243.4,85.39
450,352.3,68.93
369,572.48,45.66
149,209.9,100.0
243,403.51,56.59
269,363.63,50.52
54,498.44,38.9
89,414.55,61.13
454,297.62,78.97
119,387.32,63.22
465,391.45,64.26
141,383.8,74.96
190,433.3,56.33
58,263.49,50.88
317,575.36,46.97
491,316.24,63.77
186,388.69,61.35
392,452.79,61.3
249,240.27,78.92
289,440.13,41.21
281,426.81,43.1
189,387.26,54.88
201,232.13,86.69
433,395.77,29.23
140,519.21,61.86
297,211.33,76.99
470,367.31,56.03
19,560.76,47.81
182,395.02,55.87
491,339.62,68.93
321,298.12,72.04
164,211.55,62.21
278,509.08,29.59
3,560.72,50.29
446,389.84,48.06
379,390.98,55.51
387,519.21,55.12
104,363.31,86.97
24,451.89,67.05
53,324.31,85.54
239,267.07,80.36
20,240.83,95.36
95,365.36,65.66
321,542.78,18.87
78,585.38,49.48
328,220.43,59.85
319,463.64,52.85
309,528.86,34.93
245,590.36,37.96
193,462.13,56.27
255,528.11,44.93
489,589.71,0.0
389,496.97,56.84
245,399.65,56.19
174,590.43,10.82
271,584.23,25.21
37,448.62,39.44
321,394.06,55.65
380,515.71,23.85
217,232.54,65.3
211,271.75,63.44
49,348.17,58.99
236,276.69,78.11
364,493.17,24.87
9,597.55,35.83
30,344.94,47.31
405,592.8,37.2
108,554.76,22.58
0,230.38,98.25
288,327.55,68.6
185,218.27,68.12
228,250.46,79.5
456,508.73,24.09
249,519.1,22.05
443,236.34,72.35
265,247.1,89.82
25,405.75,52.08
24,351.62,84.72
299,294.69,71.3
370,532.69,10.42
493,460.21,50.69
294,569.22,18.95
376,234.93,83.58
278,203.56,100.0
400,599.29,6.72
116,304.1,81.85
377,378.12,37.39
38,416.14,67.18
123,426.18,44.26
181,277.25,77.97
456,281.52,66.36
497,515.7,33.31
283,575.84,9.37
20,236.72,82.7
32,418.95,57.34
39,578.93,11.88
431,324.56,60.14
129,582.81,34.04
298,230.88,100.0
167,487.97,25.58
134,478.03,44.55
201,285.03,71.43
24,211.9,100.0
395,258.71,57.83
234,404.24,66.45
35,341.41,67.75
445,470.31,18.21
193,472.64,40.52
70,513.85,56.26
304,499.08,50.34
430,573.0,9.1
182,543.07,30.05
275,311.94,58.31
3,465.71,50.87
6,445.64,40.11
213,235.57,64.03
389,446.45,52.16
469,507.53,62.23
365,520.58,38.19
80,516.59,37.4
64,505.09,19.54
481,508.08,24.45
370,560.35,28.81
179,399.98,74.56
428,256.34,75.62
246,323.97,84.58
114,266.34,70.28
324,576.58,44.22
383,328.78,81.29
325,379.62,82.73
32,579.98,56.15
394,474.26,50.88
421,213.95,91.82
308,281.2,63.42
436,255.97,80.42
377,248.59,66.98
236,455.06,42.69
452,432.63,47.16
155,425.58,52.67
463,573.97,36.73
246,565.56,25.07
325,411.94,46.54
3,400.52,53.89
298,272.24,68.22
65,419.82,54.23
382,597.95,43.1
51,265.27,87.07
395,527.74,39.49
44,588.74,33.9
99,388.74,52.58
298,432.92,61.19
346,342.0,46.68
486,368.09,44.13
123,487.13,29.85
283,433.33,47.42
338,230.46,84.53
55,565.8,18.6
454,202.22,73.32
194,401.76,66.96
191,576.37,20.17
139,252.74,85.4
225,386.52,69.28
307,497.44,37.0
198,284.45,63.08
479,206.6,61.64
221,547.87,42.77
70,474.99,48.14
112,408.87,48.22
499,310.42,54.83
456,592.46,12.19
283,415.69,56.26
238,578.51,40.87
476,487.16,42.34
77,458.07,49.57
238,331.84,64.03
59,468.63,28.52
206,508.47,54.58
475,538.41,34.92
82,495.72,58.94
182,480.39,45.24
381,230.22,88.66
450,523.89,41.64
448,282.53,67.95
16,240.27,80.94
230,236.92,84.96
494,342.76,59.94
369,380.65,48.48
232,201.78,57.63
205,584.91,35.96
455,442.16,39.76
482,570.96,1.8
146,457.24,57.57
350,572.95,41.56
285,497.03,41.16
299,532.04,25.1
392,330.38,46.25
186,563.43,31.38
443,458.77,46.63
24,376.97,50.64
197,288.58,72.41
180,526.52,39.85
60,250.1,85.62
118,279.24,99.4
305,486.78,27.12
114,397.12,38.08
86,371.91,62.54
7,449.65,68.47
368,437.47,56.73
251,426.34,41.57
467,515.46,61.3
312,477.36,61.1
421,233.85,57.06
338,598.3,24.92
428,424.51,47.44
134,328.78,70.82
228,406.17,65.29
6,468.0,54.23
400,295.71,78.62
481,392.96,44.14
470,226.05,89.87
97,373.45,67.72
482,555.15,7.84
248,440.23,55.67
124,505.46,45.23
289,271.12,94.18
403,570.37,33.43
70,575.03,15.31
146,205.97,92.95
14,515.37,67.12
167,493.92,28.99
349,239.02,64.13
35,435.16,26.82
431,270.43,77.01
101,381.23,64.84
420,362.14,63.79
29,342.77,66.39
378,462.13,36.82
13,553.75,69.45
187,580.03,34.09
321,254.27,66.45
466,476.1,33.48
497,376.06,80.18
219,353.84,61.3
72,297.98,74.6
446,381.47,61.45
97,258.23,71.97
43,252.39,100.0
495,394.49,38.2
474,325.75,62.38
263,588.49,5.36
66,584.51,0.0
312,580.61,12.39
91,281.96,100.0
172,253.76,82.42
394,373.48,58.67
493,581.56,31.81
157,232.28,86.3
100,287.17,73.59
321,569.48,16.07
312,441.43,47.79
336,406.15,45.24
273,452.14,55.28
70,360.61,79.6
419,512.2,59.2
362,340.02,68.84
368,214.68,100.0
426,529.5,50.78
132,208.57,93.4
433,516.16,49.51
327,529.73,42.37
197,263.42,70.26
413,376.64,71.57
353,207.72,85.57
491,437.99,32.33
463,438.5,36.66
204,317.49,85.96
498,474.04,64.53
166,220.46,78.59
341,273.71,67.51
68,331.74,78.95
343,351.56,65.85
4,574.22,8.87
0,260.34,90.46
416,596.81,9.66
199,382.42,70.18
12,240.24,100.0
151,386.17,43.77
487,246.38,70.05
103,487.31,53.02
76,363.17,51.4
320,277.5,65.2
298,598.93,17.42
59,214.23,75.32
284,538.79,16.12
421,591.61,10.83
266,487.57,41.07
460,354.03,75.2
84,451.21,65.22
341,586.09,29.8
337,575.59,45.38
453,572.17,5.18
361,507.93,41.98
108,346.89,55.23
58,509.76,43.68
207,200.59,100.0
334,534.89,54.87
5,382.1,52.07
116,297.2,82.0
231,514.59,23.27
310,353.0,92.62
161,510.27,56.93
465,420.22,42.06
328,413.71,42.14
456,384.95,36.37
189,406.31,56.8
176,281.29,100.0
448,584.78,30.63
26,336.28,84.68
218,317.24,76.32
147,286.81,57.01
195,518.78,31.14
81,273.91,95.88
439,435.15,53.94
107,203.33,94.07
486,242.19,99.16
352,206.01,95.52
275,258.05,100.0
127,420.34,84.05
21,327.93,63.77
194,561.62,38.12
401,429.92,52.83
102,202.93,93.39
4,327.96,81.81
489,535.91,33.15
420,373.93,59.33
429,346.1,68.44
35,404.14,73.24
267,517.82,49.41
440,448.49,66.35
296,398.89,56.0
164,357.43,74.25
54,335.11,89.52
478,335.35,40.45
386,442.95,52.06
73,387.41,79.82
269,211.37,87.34
441,571.76,25.84
146,349.63,36.06
146,538.13,33.99
155,270.65,80.69
416,207.72,83.46
118,410.29,51.51
15,321.62,64.85
418,446.85,63.06
119,334.81,75.17
475,347.97,60.96
474,333.2,63.14
14,498.48,32.99
191,484.71,47.74
487,524.64,34.27
369,404.56,49.99
365,324.75,83.18
302,335.09,57.21
419,289.39,82.94
247,413.11,64.21
327,275.23,84.44
274,502.31,63.6
445,551.37,25.21
99,341.62,66.08
381,422.0,59.5
385,471.75,20.68
264,415.28,27.41
359,561.76,44.09
395,455.67,62.45
472,441.28,57.31
62,246.62,100.0
414,321.13,69.8
71,309.98,55.57
10,367.79,45.95
22,520.79,25.21
173,377.09,59.69
16,468.73,52.81
407,489.7,41.54
108,574.65,29.47
12,367.37,67.53
366,284.01,84.24
128,265.05,97.51
176,493.01,27.01
249,392.93,87.43
117,468.04,22.3
102,226.04,91.74
488,423.63,81.68
30,300.47,67.62
75,592.11,47.32
45,296.35,71.86
272,240.37,92.3
145,465.35,35.49
355,379.49,75.3
67,318.0,70.71
66,579.74,47.26
404,400.92,57.9
177,280.85,99.55
173,425.74,35.58
269,235.25,77.86
183,427.85,52.73
446,428.95,64.04
5,569.27,8.92
161,485.4,23.88
